.chain,.iteration,.draw,1,2,value,type
1,139,139,1.85815,0.595958,3.00502832095759,Lognormal
1,140,140,1.8912,0.593888,5.27876328184849,Lognormal
1,141,141,1.97777,0.68063,8.85949319830965,Lognormal
1,142,142,1.84888,0.815515,134.046941160664,Lognormal
1,143,143,2.141,0.737485,3.94496689765366,Lognormal
1,144,144,1.60508,0.719696,3.3594202531037,Lognormal
1,145,145,1.79445,0.812662,2.99560777580147,Lognormal
1,146,146,1.9469,0.592211,11.3668425360423,Lognormal
1,147,147,1.84485,1.074,1.49364605083627,Lognormal
1,148,148,1.85872,1.00355,3.01941291838445,Lognormal
1,149,149,1.67587,0.498734,5.65066473020475,Lognormal
1,150,150,2.16581,0.832757,7.4832943648863,Lognormal
1,151,151,1.99991,0.683961,3.83082000363817,Lognormal
1,152,152,1.79026,0.704961,13.0059081282204,Lognormal
1,153,153,2.00634,0.791881,12.1458927601573,Lognormal
1,154,154,1.82372,0.553935,2.57639804573269,Lognormal
1,155,155,2.22594,0.773534,44.1882577193644,Lognormal
1,156,156,2.16109,0.901972,15.0637333502016,Lognormal
1,157,157,1.70789,0.565807,47.778275179198,Lognormal
1,158,158,1.72617,0.588512,1.70653192491065,Lognormal
1,159,159,1.87025,0.935921,5.07218404157277,Lognormal
1,160,160,2.0481,0.616514,2.70482741739335,Lognormal
1,161,161,1.75445,0.686708,15.2905131921836,Lognormal
1,162,162,1.7737,0.775994,0.764646605408256,Lognormal
1,163,163,2.09542,0.758315,3.75484830306044,Lognormal
1,164,164,1.45255,0.888996,1.3282434978217,Lognormal
1,165,165,1.481,0.880341,2.27762288838079,Lognormal
1,166,166,1.54395,0.826861,3.71063356625571,Lognormal
1,167,167,2.01368,0.658722,6.94219664397059,Lognormal
1,168,168,1.73754,0.658199,6.43794197240527,Lognormal
1,169,169,2.11308,0.556451,5.46090720075942,Lognormal
1,170,170,1.98847,0.557446,6.54820326758137,Lognormal
1,171,171,2.07087,0.687146,6.09879981322385,Lognormal
1,172,172,1.84413,0.710817,10.9329296347467,Lognormal
1,173,173,1.93971,0.742586,10.5405536830635,Lognormal
1,174,174,2.17087,0.799583,5.18588448323837,Lognormal
1,175,175,1.8941,0.648379,6.24919787302307,Lognormal
1,176,176,1.8567,0.708444,7.2849759379725,Lognormal
1,177,177,1.9211,0.645293,1.37114772609153,Lognormal
1,178,178,1.93002,0.793263,21.0995075779975,Lognormal
1,179,179,1.93787,0.688858,17.4933908513626,Lognormal
1,180,180,1.93787,0.688858,8.74254189118089,Lognormal
1,181,181,1.88545,0.57917,4.25546327561349,Lognormal
1,182,182,1.69948,0.629993,4.82775771041947,Lognormal
1,183,183,1.68779,0.635005,4.76570080398712,Lognormal
1,184,184,2.02681,0.860905,5.29275301178659,Lognormal
1,185,185,1.51522,0.906132,10.3883211386379,Lognormal
1,186,186,1.68734,0.924097,1.93769796938906,Lognormal
1,187,187,1.74532,0.535377,5.13523190389775,Lognormal
1,188,188,1.78712,0.586932,4.40160771489724,Lognormal
1,189,189,1.98813,0.553731,2.29768191856776,Lognormal
1,190,190,1.98813,0.553731,24.3224843510595,Lognormal
1,191,191,1.77483,0.821505,10.2969398961242,Lognormal
1,192,192,1.87558,0.755377,14.4198261739076,Lognormal
1,193,193,1.82455,0.55054,5.0120066910961,Lognormal
1,194,194,1.93692,0.741279,7.75785257865406,Lognormal
1,195,195,1.95091,0.60452,2.86932326653815,Lognormal
1,196,196,1.98642,0.566512,9.1891485308311,Lognormal
1,197,197,2.01218,0.641141,5.46929699814675,Lognormal
1,198,198,1.75735,0.768881,2.87034305800745,Lognormal
1,199,199,2.00137,0.643718,4.27638980783915,Lognormal
1,200,200,1.80827,0.622532,6.77594251399577,Lognormal
1,201,201,1.96022,0.732875,18.8579769383096,Lognormal
1,202,202,1.9346,0.710207,9.24051076076804,Lognormal
1,203,203,1.74645,0.550068,8.69318778121902,Lognormal
1,204,204,1.72556,0.470761,4.52689617461235,Lognormal
1,205,205,2.12424,0.919019,25.2613467465882,Lognormal
1,206,206,1.75025,0.673625,3.34072090643406,Lognormal
1,207,207,1.977,0.498124,7.9926736306818,Lognormal
1,208,208,1.78736,0.597828,6.89487331932843,Lognormal
1,209,209,2.24145,0.612168,11.2394988649998,Lognormal
1,210,210,2.03436,0.858255,5.14243999540695,Lognormal
1,211,211,2.12718,0.892841,5.2698930232843,Lognormal
1,212,212,2.24881,0.876849,19.3144065104505,Lognormal
1,213,213,2.02932,0.798369,6.44380499704546,Lognormal
1,214,214,1.74552,0.564586,12.6459855824481,Lognormal
1,215,215,1.74552,0.564586,1.56810658648922,Lognormal
1,216,216,2.14826,0.898238,3.50831741616563,Lognormal
1,217,217,1.72641,0.613339,6.64958009875783,Lognormal
1,218,218,1.93798,0.801896,17.5685667504274,Lognormal
1,219,219,1.84493,0.848707,20.8064002895554,Lognormal
1,220,220,1.95889,0.509093,5.66180189838109,Lognormal
1,221,221,2.0198,0.652154,4.23075482766132,Lognormal
1,222,222,1.95544,0.688438,6.92670071385325,Lognormal
1,223,223,1.80604,0.722554,5.16668053033673,Lognormal
1,224,224,1.91106,0.770717,3.75042887320811,Lognormal
1,225,225,1.85483,0.749121,18.4290779339771,Lognormal
1,226,226,2.09792,0.727681,16.9460394875744,Lognormal
1,227,227,2.09792,0.727681,10.4780832369059,Lognormal
1,228,228,1.8631,0.911678,15.4157193270786,Lognormal
1,229,229,2.26949,0.693931,2.51192346161693,Lognormal
1,230,230,1.90856,0.744923,2.24512195714869,Lognormal
1,231,231,1.93885,0.596666,3.24934808401526,Lognormal
1,232,232,1.82878,0.644894,4.59081800899525,Lognormal
1,233,233,1.89027,0.73363,13.5480282498235,Lognormal
1,234,234,1.80338,0.551406,11.90398213618,Lognormal
1,235,235,1.89774,0.579232,7.33858408319062,Lognormal
1,236,236,1.83929,0.757222,2.23906808866575,Lognormal
1,237,237,1.97387,0.640548,3.43620647349117,Lognormal
1,238,238,1.97422,0.633839,13.1863495430222,Lognormal
1,239,239,1.77271,0.682631,9.95336832257403,Lognormal
1,240,240,1.78378,0.840177,10.4782365295453,Lognormal
1,241,241,2.0965,0.576999,5.68358762198523,Lognormal
1,242,242,2.1094,0.57999,12.2903226556365,Lognormal
1,243,243,1.94112,0.732314,3.81129276309795,Lognormal
1,244,244,1.87153,0.760105,9.88507323967605,Lognormal
1,245,245,1.93859,0.687142,30.4263241926034,Lognormal
1,246,246,1.78515,0.676439,5.157862038032,Lognormal
1,247,247,2.19908,0.839561,30.2208387802427,Lognormal
1,248,248,2.00307,0.763427,6.51290892155398,Lognormal
1,249,249,1.88878,0.549075,3.38927619744479,Lognormal
1,250,250,1.62164,0.621006,3.09313360659572,Lognormal
1,251,251,1.98187,0.570547,7.45637594541854,Lognormal
1,252,252,1.78339,0.731031,10.5659817649772,Lognormal
1,253,253,1.94106,0.619667,2.04457393177003,Lognormal
1,254,254,1.90903,0.570234,1.38722508036729,Lognormal
1,255,255,1.91711,0.590011,6.96613567397418,Lognormal
1,256,256,2.14519,0.577989,6.2224505181505,Lognormal
1,257,257,1.84398,0.543838,6.80785312050558,Lognormal
1,258,258,1.88757,0.570057,13.9192174102331,Lognormal
1,259,259,1.84366,0.770668,2.88613094352282,Lognormal
1,260,260,1.70136,0.783184,3.04293498197297,Lognormal
1,261,261,1.94431,0.520613,3.36034455259193,Lognormal
1,262,262,1.85736,0.934577,8.10267376656211,Lognormal
1,263,263,1.61432,0.582402,4.79955146727964,Lognormal
1,264,264,2.09468,0.85881,48.0689732706361,Lognormal
1,265,265,1.81128,0.753913,13.7895996027123,Lognormal
1,266,266,2.04214,0.681835,17.2458768860226,Lognormal
1,267,267,1.72141,0.627056,1.55349306343187,Lognormal
1,268,268,2.01993,0.673569,5.14633042890448,Lognormal
1,269,269,2.00688,0.872289,13.3199634291263,Lognormal
1,270,270,1.945,0.9018,10.8933262301841,Lognormal
1,271,271,1.72095,0.582391,8.78523153416363,Lognormal
1,272,272,2.14765,0.568788,12.0903114515602,Lognormal
1,273,273,2.16145,0.590382,6.36193331420765,Lognormal
1,274,274,1.80047,0.631343,4.60163057705006,Lognormal
1,275,275,2.00334,0.648794,13.0506894797677,Lognormal
1,276,276,2.08893,0.818669,5.56268592593414,Lognormal
1,277,277,1.94709,0.769555,8.54714867666681,Lognormal
1,278,278,1.94871,0.608686,4.90185376997018,Lognormal
1,279,279,2.08879,0.584526,32.0008419786471,Lognormal
1,280,280,2.11215,0.549227,6.64018898613809,Lognormal
1,281,281,1.61174,0.864973,3.82260935193096,Lognormal
1,282,282,2.02925,0.784043,35.3965671679813,Lognormal
1,283,283,2.20116,0.648556,12.3434791441246,Lognormal
1,284,284,1.99868,0.590711,17.9208257250424,Lognormal
1,285,285,1.72915,0.760397,11.8782992804157,Lognormal
1,286,286,1.74953,0.766,15.1542376641579,Lognormal
1,287,287,1.70617,0.931119,7.82350542156659,Lognormal
1,288,288,1.74519,0.886395,14.9104103611812,Lognormal
1,289,289,1.64409,0.692742,4.71225982333897,Lognormal
1,290,290,1.96588,0.588029,3.66130333827159,Lognormal
1,291,291,1.78995,0.603491,4.06706153247667,Lognormal
1,292,292,1.89909,0.748085,16.0590523921353,Lognormal
1,293,293,1.92966,0.643659,22.188182792316,Lognormal
1,294,294,1.67379,0.822974,0.912903683629773,Lognormal
1,295,295,1.71282,0.844317,6.14912712942112,Lognormal
1,296,296,1.73654,0.712226,5.93387720704016,Lognormal
1,297,297,2.02933,0.551387,8.03303671271543,Lognormal
1,298,298,2.23312,0.479381,7.04920535420796,Lognormal
1,299,299,1.78802,0.804536,3.29155180201746,Lognormal
1,300,300,2.013,0.801194,30.6684381064246,Lognormal
1,301,301,1.73579,0.568166,9.59922638348493,Lognormal
1,302,302,1.97341,0.65629,2.05632733340108,Lognormal
1,303,303,1.73895,0.897773,11.1566792525169,Lognormal
1,304,304,1.79126,0.618874,13.4567580525686,Lognormal
1,305,305,1.93204,0.792886,9.46106606965786,Lognormal
1,306,306,1.55702,0.766058,11.8696503816876,Lognormal
1,307,307,1.47211,0.836867,6.13304840046217,Lognormal
1,308,308,1.59667,0.763597,2.32383809303833,Lognormal
1,309,309,1.65729,0.765183,3.28130115290173,Lognormal
1,310,310,1.71961,0.835765,4.11695026145003,Lognormal
1,311,311,1.90229,0.838343,3.13906335932103,Lognormal
1,312,312,1.99373,0.698705,11.6539048774721,Lognormal
1,313,313,1.91955,0.594298,16.1271052890524,Lognormal
1,314,314,1.83351,0.727448,11.8681071952675,Lognormal
1,315,315,1.85778,0.69584,8.53578741136921,Lognormal
1,316,316,1.70195,0.723227,2.89912187748269,Lognormal
1,317,317,1.98966,0.640463,16.0146304766685,Lognormal
1,318,318,1.93638,0.596471,5.27387798746288,Lognormal
1,319,319,1.78513,0.57897,7.8262751189436,Lognormal
1,320,320,1.7436,0.67689,5.50241604255201,Lognormal
1,321,321,2.04002,0.58284,7.93372861045333,Lognormal
1,322,322,1.83567,0.860681,20.6568429865358,Lognormal
1,323,323,1.63453,0.804458,3.92368636085634,Lognormal
1,324,324,1.66415,0.814715,3.61915452066407,Lognormal
1,325,325,1.63449,0.9695,12.89067225118,Lognormal
1,326,326,1.69741,0.834031,2.30865987453923,Lognormal
1,327,327,1.6658,0.87702,2.47703876240933,Lognormal
1,328,328,2.05307,0.886437,7.02804284875039,Lognormal
1,329,329,1.77988,0.728535,22.5462920807427,Lognormal
1,330,330,1.99822,0.610762,16.8815684604465,Lognormal
1,331,331,1.83416,0.605345,2.07486124118256,Lognormal
1,332,332,1.97627,0.703781,10.2284736575536,Lognormal
1,333,333,2.00784,0.619426,15.6850161081809,Lognormal
1,334,334,1.85203,0.708383,8.62106021676725,Lognormal
1,335,335,1.89684,0.932126,5.48554854899674,Lognormal
1,336,336,1.89488,0.897328,7.09905529590298,Lognormal
1,337,337,2.01043,0.56049,9.73030552659553,Lognormal
1,338,338,1.81855,0.467036,6.90474500768532,Lognormal
1,339,339,2.0701,0.512383,7.31193415468017,Lognormal
1,340,340,1.79247,0.685283,8.98705147023346,Lognormal
1,341,341,1.7224,0.871916,5.14872331871902,Lognormal
1,342,342,1.68904,0.630929,7.22289397241777,Lognormal
1,343,343,1.9842,0.786843,2.46637385516764,Lognormal
1,344,344,1.65155,0.726226,3.02930366023526,Lognormal
1,345,345,1.89827,0.852679,1.78963620103785,Lognormal
1,346,346,2.20788,0.648803,10.3498872942879,Lognormal
1,347,347,1.94019,0.647994,6.36217249322874,Lognormal
1,348,348,2.04022,0.734814,3.72899358195589,Lognormal
1,349,349,1.64934,0.75915,6.10770086748472,Lognormal
1,350,350,2.03807,0.736807,8.04997374174022,Lognormal
1,351,351,1.69494,0.93997,22.3300208599803,Lognormal
1,352,352,1.69506,0.923996,1.6584387146585,Lognormal
1,353,353,1.50409,0.794878,10.1730103311575,Lognormal
1,354,354,1.58304,0.798824,16.5715614331999,Lognormal
1,355,355,2.17136,0.528723,8.52738252718102,Lognormal
1,356,356,2.10565,0.543573,7.09370279551831,Lognormal
1,357,357,1.65143,0.799511,2.8746161959691,Lognormal
1,358,358,1.74283,0.80327,7.332571766985,Lognormal
1,359,359,1.97296,0.672805,12.7325101138367,Lognormal
1,360,360,1.96454,0.648726,5.00985068057676,Lognormal
1,361,361,1.89898,0.569985,2.47051401081772,Lognormal
1,362,362,1.97684,0.572037,9.85945231055354,Lognormal
1,363,363,1.98081,0.711934,7.21883221670199,Lognormal
1,364,364,1.93416,0.804186,10.4708581182062,Lognormal
1,365,365,1.76929,0.720956,4.05044951380991,Lognormal
1,366,366,1.79662,0.860639,6.5592311358765,Lognormal
1,367,367,2.20179,0.890226,14.6234243252058,Lognormal
1,368,368,2.1391,0.810783,6.05281686837688,Lognormal
1,369,369,2.10294,0.782333,10.9806868541381,Lognormal
1,370,370,1.96684,0.66044,71.2515055320982,Lognormal
1,371,371,1.99949,0.652337,12.119788590002,Lognormal
1,372,372,2.02159,0.561234,16.2390427149274,Lognormal
1,373,373,1.68917,0.805761,5.62107700345448,Lognormal
1,374,374,1.71954,0.874727,6.60812292013378,Lognormal
1,375,375,1.74459,0.761157,6.26034173511208,Lognormal
1,376,376,1.84104,0.832366,15.29723891773,Lognormal
1,377,377,1.72055,0.756046,5.4829672415158,Lognormal
1,378,378,1.67704,0.742631,8.68697586040644,Lognormal
1,379,379,1.63095,0.738747,8.10932274327037,Lognormal
1,380,380,2.08313,0.723285,8.80876612198938,Lognormal
1,381,381,1.92406,0.552642,2.76166217156778,Lognormal
1,382,382,2.03055,0.686364,3.71153782417984,Lognormal
1,383,383,1.97628,0.773127,13.7716540220956,Lognormal
1,384,384,1.92416,0.650877,5.15099881619112,Lognormal
1,385,385,1.93067,0.683119,2.33730138325301,Lognormal
1,386,386,1.92198,0.836453,10.7098456109686,Lognormal
1,387,387,1.66765,0.768618,2.74973984490481,Lognormal
1,388,388,1.71789,0.674261,17.3243813904986,Lognormal
1,389,389,2.03522,0.784727,7.9016776788282,Lognormal
1,390,390,1.98932,0.838712,6.17426947935367,Lognormal
1,391,391,1.90787,0.818417,2.87212200205489,Lognormal
1,392,392,1.85811,0.775311,3.50312900874705,Lognormal
1,393,393,1.88166,0.73196,8.75124433160422,Lognormal
1,394,394,1.88273,0.686145,16.1429788808757,Lognormal
1,395,395,1.8186,0.720667,4.48032937544309,Lognormal
1,396,396,2.08871,0.734364,4.68375238767233,Lognormal
1,397,397,1.86314,0.727117,2.20522825755817,Lognormal
1,398,398,1.7344,0.722615,7.2206690020424,Lognormal
1,399,399,1.68658,0.810728,3.02013869067469,Lognormal
1,400,400,1.70146,0.596659,11.6530908551038,Lognormal
1,401,401,1.85652,0.716137,24.9197525900307,Lognormal
1,402,402,2.06318,0.685026,8.04597484832804,Lognormal
1,403,403,2.01125,0.845046,15.460206178847,Lognormal
1,404,404,1.66472,0.598472,6.64730556827058,Lognormal
1,405,405,2.14559,0.671734,22.4823849884421,Lognormal
1,406,406,1.75864,0.739892,3.55360670893522,Lognormal
1,407,407,1.95622,0.708656,5.17844264431039,Lognormal
1,408,408,1.68788,0.713032,6.2560836336963,Lognormal
1,409,409,1.78173,0.632266,16.5695159160581,Lognormal
1,410,410,1.92035,0.729547,11.0338518926026,Lognormal
1,411,411,1.84389,0.588272,6.01891547903271,Lognormal
1,412,412,1.84299,0.796818,17.41825071856,Lognormal
1,413,413,1.94708,0.602559,4.44046903229117,Lognormal
1,414,414,1.80635,0.720474,8.26241936141797,Lognormal
1,415,415,1.76424,0.678396,4.14680914586649,Lognormal
1,416,416,1.75469,0.739085,14.0301640155971,Lognormal
1,417,417,2.05879,0.557937,5.87269525691333,Lognormal
1,418,418,1.70939,0.552482,4.39735474630258,Lognormal
1,419,419,2.23742,0.799583,5.23699809588195,Lognormal
1,420,420,2.25796,0.692679,42.3341820474082,Lognormal
1,421,421,1.67594,0.627312,4.21150101690506,Lognormal
1,422,422,1.93467,0.687848,3.82487279160163,Lognormal
1,423,423,2.03939,0.660095,8.48942054243212,Lognormal
1,424,424,1.71444,0.689306,12.974916797347,Lognormal
1,425,425,2.02965,0.763444,7.06812053819813,Lognormal
1,426,426,1.91051,0.757082,10.7504300311818,Lognormal
1,427,427,1.90936,0.552082,5.8328009808503,Lognormal
1,428,428,1.81881,0.650074,7.68149255889369,Lognormal
1,429,429,1.97316,0.715586,3.20034347041791,Lognormal
1,430,430,1.79629,0.671868,6.39539123028974,Lognormal
1,431,431,1.90058,0.652115,1.55039863164504,Lognormal
1,432,432,1.9607,0.735968,6.3304057085968,Lognormal
1,433,433,1.98045,0.678959,15.4760715528544,Lognormal
1,434,434,1.74506,0.700806,4.37241964657916,Lognormal
1,435,435,1.97881,0.634383,8.83563135045517,Lognormal
1,436,436,1.80521,0.546913,4.15270622500453,Lognormal
1,437,437,2.05301,0.581826,9.29856103958769,Lognormal
1,438,438,2.07501,0.546835,5.20226654197839,Lognormal
1,439,439,2.03642,0.577345,6.0869856461244,Lognormal
1,440,440,2.01191,0.580131,7.85422420811875,Lognormal
1,441,441,1.72582,0.776488,2.02332827222927,Lognormal
1,442,442,1.79261,0.748609,11.8274652640362,Lognormal
1,443,443,1.89233,1.01881,12.8553075162938,Lognormal
1,444,444,2.00925,0.548308,5.15972236335114,Lognormal
1,445,445,2.01163,0.57652,5.15291165456802,Lognormal
1,446,446,1.80552,0.645646,2.2452802911044,Lognormal
1,447,447,1.98768,0.624477,6.97373676205943,Lognormal
1,448,448,1.71004,0.625891,4.30436349523311,Lognormal
1,449,449,2.0866,0.650857,5.98216260720179,Lognormal
1,450,450,1.73395,0.752423,4.20878639116424,Lognormal
1,451,451,1.9398,0.672547,19.9310210156775,Lognormal
1,452,452,1.85659,0.596698,6.41639054248794,Lognormal
1,453,453,1.9783,0.656006,3.7991996784536,Lognormal
1,454,454,1.81721,0.60847,14.7863385213842,Lognormal
1,455,455,1.99081,0.675476,4.91407153414116,Lognormal
1,456,456,1.77427,0.798513,32.3515724187174,Lognormal
1,457,457,1.48782,0.753748,20.9420751370923,Lognormal
1,458,458,2.0084,0.882324,14.9250948568175,Lognormal
1,459,459,2.01701,0.652787,8.50714671890066,Lognormal
1,460,460,2.05811,0.658811,11.9543439377769,Lognormal
1,461,461,2.13762,0.655621,4.43150125934086,Lognormal
1,462,462,2.1807,0.660908,66.1404531792658,Lognormal
1,463,463,2.2162,0.602772,6.75585051010969,Lognormal
1,464,464,1.98565,0.721459,1.62947692141526,Lognormal
1,465,465,1.87331,0.714903,4.24144847497182,Lognormal
1,466,466,1.85256,0.683673,7.94742406799779,Lognormal
